"id","me","tema","enunciado","alternativa_a","alternativa_b","alternativa_c","alternativa_d","correta","explicacao"
"c109068a-1c36-4a53-800e-8ef8064aec7d","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual condição favorece auto-PEEP?","Tempo expiratório prolongado","Baixa frequência respiratória","Tempo expiratório insuficiente","Baixo volume corrente","C","Tempo expiratório longo reduz auto-PEEP.

FR baixa reduz hiperinsuflação.

Correta. Expiração incompleta causa aprisionamento aéreo.

Baixo volume reduz risco."
"16bf30d3-5484-4a5f-9265-4751541cbf89","ME3","Choque Hemorrágico","2o Trimestre ME3 - Em choque hemorrágico grave, qual marcador sugere hipoperfusão persistente?","SpO2","Lactato elevado","Hemoglobina normal","Hipocalcemia","B","SpO2 pode permanecer normal.

Correta. Lactato elevado reflete metabolismo anaeróbico.

Hemoglobina isolada não exclui choque.

Hipocalcemia não avalia perfusão."
"526a45aa-81e3-4129-8dc8-3bdae6e4da9b","ME3","Neurocirurgia","2o Trimestre ME3 - Em neurocirurgia na posição sentada, qual complicação deve ser monitorada?","Hipoglicemia","Embolia gasosa venosa","Hipocalcemia","Broncoespasmo","B","Hipoglicemia não é principal complicação.

Correta. O gradiente venoso favorece entrada de ar.

Hipocalcemia não é típica.

Broncoespasmo não é principal evento."
"561517f6-2a2b-4aa8-9d5a-ebacd368b616","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual condição favorece volutrauma?","PEEP adequada","Volume corrente elevado","Hipercapnia permissiva","Ventilação protetora","B","PEEP adequada reduz lesão.

Correta. Distensão alveolar excessiva aumenta dano pulmonar.

Hipercapnia permissiva pode proteger pulmão.

Ventilação protetora reduz lesão."
"73b583f7-2c6d-4257-8f71-7185bfce01a1","ME3","Capnografia","2o Trimestre ME3 - Em ventilação mecânica, qual achado sugere reinalação de CO2?","Linha de base elevada","Capnograma ausente","Queda abrupta do ETCO2","ETCO2 zero","A","Correta. CO2 inspirado aumenta linha de base capnográfica.

Ausência sugere desconexão.

Queda abrupta sugere embolia ou desconexão.

ETCO2 zero não é compatível com ventilação efetiva."
"648fc1d6-ac66-452d-9b4d-80396f9703fa","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual situação favorece atelectasia de absorção?","PEEP adequada","FiO2 elevada prolongada","Ventilação protetora","Mobilização precoce","B","PEEP reduz atelectasia.

Correta. Altas frações inspiradas favorecem colapso alveolar.

Ventilação protetora reduz colapso.

Mobilização reduz complicações pulmonares."
"b0a9a606-a6f5-43b7-bfb3-c74e40206978","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual situação aumenta pressão de pico sem alterar significativamente a pressão de platô?","Broncoespasmo","SDRA","Edema pulmonar","Fibrose pulmonar","A","Correta. O aumento da resistência aérea eleva pressão de pico.

SDRA reduz complacência e eleva ambas.

Edema reduz complacência.

Fibrose aumenta platô e pico."
"0464de68-8048-4809-9622-bcbcae59b8ad","ME3","Neuroanestesia","2o Trimestre ME3 - Em neuroanestesia, qual medida reduz rapidamente a pressão intracraniana?","Hipercapnia","Hiperventilação temporária","Trendelenburg","PEEP elevada","B","Hipercapnia aumenta fluxo cerebral.

Correta. A redução da PaCO2 promove vasoconstrição cerebral transitória.

Trendelenburg piora drenagem venosa.

PEEP elevada pode aumentar PIC."
"2300ed62-01bc-4832-a96c-00392484d989","ME3","Obesidade","2o Trimestre ME3 - Em paciente obeso mórbido, qual estratégia otimiza intubação traqueal?","Trendelenburg","Posição em rampa","Litotomia","Prona","B","Trendelenburg piora mecânica respiratória.

Correta. A posição em rampa melhora alinhamento anatômico.

Litotomia não auxilia.

Prona não é utilizada para indução."
"08d2a5af-a267-4928-baa0-1cfe7b472ec1","ME3","Cirurgia Cardíaca","2o Trimestre ME3 - Em anestesia cardíaca, qual alteração ocorre frequentemente na circulação extracorpórea?","Hemoconcentração","Hemodiluição","Hipercalcemia","Aumento da viscosidade","B","O circuito extracorpóreo dilui componentes sanguíneos.

Correta. O prime da CEC reduz hematócrito e proteínas plasmáticas.

Hipocalcemia é mais comum.

A viscosidade tende a reduzir."
"0ae9a3ed-4509-4e97-b169-0a36b4548754","ME3","Posicionamento","2o Trimestre ME3 - Em cirurgia na posição prona prolongada, qual complicação ocular grave pode ocorrer?","Conjuntivite","Neuropatia óptica isquêmica","Glaucoma agudo","Descolamento de retina","B","Conjuntivite não é principal complicação.

Correta. Hipoperfusão ocular pode causar perda visual permanente.

Não é principal evento descrito.

Descolamento é raro."
"8aae6e7b-3b1a-40e4-b8f2-d8c8e5629e2f","ME3","Sepse","2o Trimestre ME3 - Em paciente séptico grave, qual vasopressor é primeira escolha?","Dobutamina","Nitroglicerina","Noradrenalina","Dopamina","C","Dobutamina é inotrópico adjuvante.

Nitroglicerina é vasodilatador.

Correta. Noradrenalina é o vasopressor inicial recomendado.

Dopamina possui maior risco arrítmico."
"940bd50e-b11f-4c95-8b6a-0d50e763c761","ME3","Feocromocitoma","2o Trimestre ME3 - Em anestesia para feocromocitoma, qual medicação é usada classicamente no preparo pré-operatório?","Fenilefrina","Fenoxibenzamina","Atropina","Nitroglicerina","B","Fenilefrina aumentaria vasoconstrição.

Correta. O bloqueio alfa reduz crises hipertensivas perioperatórias.

Atropina não possui essa finalidade.

Nitroglicerina é mais usada intraoperatoriamente."
"59a64ba0-f14d-423f-b39c-060142e11a4d","ME3","Asma","2o Trimestre ME3 - Em paciente asmático grave, qual agente venoso apresenta broncodilatação significativa?","Tiopental","Cetamina","Etomidato","Midazolam","B","Tiopental não possui broncodilatação relevante.

Correta. Cetamina possui efeito simpatomimético broncodilatador.

Etomidato é hemodinamicamente estável.

Midazolam não broncodilata significativamente."
"1391401a-c52d-4098-8b77-885a131b7acc","ME3","Transfusão","2o Trimestre ME3 - Em anestesia cardíaca, qual distúrbio eletrolítico ocorre frequentemente após transfusão maciça?","Hipercalcemia","Hipocalcemia","Hipermagnesemia","Hipernatremia","B","O citrato reduz cálcio ionizado.

Correta. Citrato dos hemoderivados pode causar hipocalcemia.

Hipermagnesemia não é principal alteração.

Hipernatremia não é típica."
"5ee0690f-3c52-490e-b5a6-b9a64ad319a1","ME3","Embolia Gasosa","2o Trimestre ME3 - Em embolia gasosa venosa, qual alteração ocorre frequentemente?","Elevação abrupta do ETCO2","Queda abrupta do ETCO2","Aumento da complacência","Hipertensão sustentada","B","O ETCO2 geralmente reduz-se.

Correta. A redução da perfusão pulmonar diminui eliminação de CO2.

A complacência pode reduzir-se.

Hipotensão é mais frequente."
"41399385-36fa-4c09-ade2-1ab2d354d72f","ME3","LAST","2o Trimestre ME3 - Em LAST, qual tratamento específico é recomendado?","Naloxona","Flumazenil","Emulsão lipídica intravenosa","Atropina","C","Naloxona antagoniza opioides.

Flumazenil antagoniza benzodiazepínicos.

Correta. Emulsão lipídica é terapia padrão na toxicidade sistêmica.

Atropina não trata LAST."
"55a8dd6d-3ba6-480b-b2c0-3e5c4f6f1ec7","ME3","Broncoespasmo","2o Trimestre ME3 - Em broncoespasmo intraoperatório grave, qual ajuste ventilatório é adequado?","Tempo expiratório curto","FR elevada","Tempo expiratório prolongado","Volume corrente elevado","C","Tempo curto favorece auto-PEEP.

FR elevada aumenta aprisionamento aéreo.

Correta. Expiração prolongada reduz hiperinsuflação dinâmica.

Volumes altos aumentam barotrauma."
"5126d049-39fc-4bb8-95a8-9e01039cd93d","ME3","Asma","2o Trimestre ME3 - Em paciente asmático grave, qual agente inalatório deve ser evitado?","Sevoflurano","Isoflurano","Desflurano","Halotano","C","Sevoflurano possui broncodilatação.

Isoflurano também broncodilata.

Correta. Desflurano irrita vias aéreas.

Halotano possui baixa pungência."
"f9944ad8-1381-4f89-b317-6c283937ad57","ME3","Obstetrícia","2o Trimestre ME3 - Em anestesia obstétrica, qual alteração fisiológica reduz tempo até dessaturação?","Aumento da CRF","Redução da capacidade residual funcional","Hipometabolismo","Redução do consumo de oxigênio","B","A CRF reduz-se na gestação.

Correta. Menor reserva pulmonar acelera dessaturação.

O metabolismo aumenta.

O consumo de O2 aumenta."
"e004ab7b-a402-4539-8f2f-1417e0e318f5","ME3","Capnografia","2o Trimestre ME3 - Em broncoespasmo grave, qual alteração capnográfica é típica?","Linha de base elevada","Curva em barbatana de tubarão","Capnograma ausente","ETCO2 zero","B","Linha de base elevada sugere reinalação.

Correta. O esvaziamento expiratório lento altera a fase III.

Traçado ausente sugere desconexão.

ETCO2 zero não é compatível com ventilação efetiva."
"32c54beb-02ff-4a48-ba69-bd20c02f5881","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual alteração ocorre frequentemente com PEEP excessiva?","Aumento do retorno venoso","Redução da pré-carga","Hipervolemia","Aumento obrigatório da complacência","B","PEEP elevada pode reduzir débito cardíaco.

Correta. A pressão intratorácica elevada reduz retorno venoso.

Não causa hipervolemia.

A complacência pode piorar."
"00ec8ddf-117f-4090-8557-ee8f237438ad","ME3","Hipertensão Pulmonar","2o Trimestre ME3 - Em paciente com hipertensão pulmonar, qual condição aumenta pós-carga do ventrículo direito?","Hipocapnia","Hipóxia","Alcalose","Normotermia","B","Hipocapnia reduz resistência pulmonar.

Correta. Hipóxia causa vasoconstrição pulmonar.

Alcalose geralmente reduz RVP.

Normotermia é desejável."
"4608160b-36b9-4b65-9fa0-69c14ab7467e","ME3","Ventilação","2o Trimestre ME3 - Em ventilação mecânica, qual parâmetro corresponde à driving pressure?","Pressão de pico menos PEEP","Pressão de platô menos PEEP","ETCO2 menos PEEP","VC dividido pela FiO2","B","A pressão de pico sofre influência da resistência.

Correta. Driving pressure relaciona-se ao estresse alveolar.

ETCO2 não participa do cálculo.

Não corresponde ao conceito."
"5c289b9c-dcf9-4baf-a548-1b9c82d3c95b","ME3","DPOC","2o Trimestre ME3 - Em ventilação mecânica, qual ajuste reduz hiperinsuflação dinâmica no DPOC?","FR elevada","Tempo expiratório prolongado","Volume corrente elevado","Hiperventilação intensa","B","FR elevada favorece auto-PEEP.

Correta. Maior tempo expiratório reduz aprisionamento aéreo.

Volumes altos aumentam risco de barotrauma.

Hiperventilação agrava hiperinsuflação."
"7422789f-2540-4c97-a6c7-6506f859a482","ME3","SDRA","2o Trimestre ME3 - Em SDRA grave, qual estratégia ventilatória reduz lesão pulmonar induzida pela ventilação?","Volume corrente alto","Pressão de platô elevada","Volume corrente baixo e PEEP individualizada","Hiperventilação agressiva sem limite pressórico","C","Aumenta volutrauma.

Aumenta barotrauma.

Correta. Estratégia protetora reduz volutrauma e atelectrauma.

Pode agravar lesão pulmonar."
"5736da2c-95ac-49b2-b3fe-a54f862f4d9b","ME3","Capnografia","2o Trimestre ME3 - Em reinalação de CO2 no circuito anestésico, qual achado é esperado?","Linha de base capnográfica elevada","Traçado ausente","Queda abrupta do ETCO2","Capnograma normal obrigatório","A","Correta. CO2 inspirado impede retorno da linha de base ao zero.

Sugere desconexão.

Sugere embolia ou baixo débito.

Não ocorre obrigatoriamente."
"12f9e2a5-cce3-439d-8b24-3381d4be4021","ME3","Capnografia","2o Trimestre ME3 - Qual causa frequente de reinalação de CO2 no circuito circular?","Exaustão da cal sodada","Hiperventilação","Baixo metabolismo","Hipotermia","A","Correta. Absorvedor exaurido permite reinalação de CO2.

Reduz ETCO2.

Reduz produção de CO2.

Reduz produção metabólica de CO2."
"58b45ce8-b89e-4c72-a5a7-d6e5a81e42d8","ME3","Broncoespasmo","2o Trimestre ME3 - Em broncoespasmo intraoperatório grave, qual ajuste ventilatório é mais adequado?","Aumentar frequência respiratória","Reduzir tempo expiratório","Prolongar tempo expiratório","Aumentar volume corrente agressivamente","C","Piora auto-PEEP.

Aumenta aprisionamento aéreo.

Correta. Expiração prolongada reduz hiperinsuflação dinâmica.

Aumenta risco de barotrauma."
"74d5e439-f77e-467a-97f7-56412b2ea2cb","ME3","Ventilação","2o Trimestre ME3 - Em ventilação controlada a volume, aumento de pico com platô normal sugere:","Aumento de resistência de vias aéreas","Redução de complacência pulmonar","Pneumotórax hipertensivo sempre","Edema pulmonar cardiogênico","A","Correta. Resistência elevada aumenta pressão resistiva.

Aumentaria pico e platô.

Pode elevar ambos se reduzir complacência.

Geralmente aumenta platô também."
"5e69fa6b-7141-433c-9a91-37f27f17d329","ME3","Capnografia","2o Trimestre ME3 - Qual alteração capnográfica sugere broncoespasmo?","Linha de base elevada","Curva em barbatana de tubarão","Traçado ausente","ETCO2 zero persistente","B","Sugere reinalação de CO2.

Correta. Esvaziamento expiratório lento altera a fase III.

Sugere desconexão ou extubação.

Incompatível com ventilação efetiva."
"3d10d6cd-cdd7-4161-b98c-98f2d2b1cd2b","ME3","Embolia","2o Trimestre ME3 - Em embolia pulmonar maciça, qual achado capnográfico é esperado?","Aumento abrupto do ETCO2","Queda abrupta do ETCO2","Linha de base elevada","Aumento progressivo por hipermetabolismo","B","Não é típico.

Correta. Redução da perfusão pulmonar diminui eliminação de CO2.

Sugere reinalação.

Sugere hipertermia maligna."
"6d118a71-04e2-45e2-b55c-87750b32beb2","ME3","SDRA","3o Trimestre ME3 - Em SDRA grave, qual estratégia ventilatória reduz lesão pulmonar induzida pela ventilação?","Volume corrente alto","Pressão de platô elevada","Volume corrente baixo e PEEP individualizada","Hiperventilação agressiva sem limite pressórico","C","Aumenta volutrauma.

Aumenta barotrauma.

Correta. Estratégia protetora reduz volutrauma e atelectrauma.

Pode agravar lesão pulmonar."
"7cb3b881-b2b0-4d7b-a3ad-5a1dfaec441f","ME3","Capnografia","3o Trimestre ME3 - Em reinalação de CO2 no circuito anestésico, qual achado é esperado?","Linha de base capnográfica elevada","Traçado ausente","Queda abrupta do ETCO2","Capnograma normal obrigatório","A","Correta. CO2 inspirado impede retorno da linha de base ao zero.

Sugere desconexão.

Sugere embolia ou baixo débito.

Não ocorre obrigatoriamente."
"3997f71d-8ad3-4f9e-9425-af67dd53e6d3","ME3","SDRA","3o Trimestre ME3 - Qual driving pressure costuma ser associada a menor risco em SDRA?","Menor que 15 cmH2O","Maior que 25 cmH2O","Maior que 30 cmH2O","Independente da complacência","A","Correta. Valores menores associam-se a menor estresse alveolar.

Valor elevado.

Valor muito elevado.

Driving pressure depende da complacência."
"d1519ef5-9e12-4c43-b5bd-36be54aabb4a","ME3","Ventilação","3o Trimestre ME3 - Qual valor de pressão de platô geralmente deve ser evitado na ventilação protetora?","Menor que 20 cmH2O","Menor que 25 cmH2O","Maior que 30 cmH2O","Entre 15 e 20 cmH2O","C","Valor aceitável.

Valor aceitável.

Correta. Platô acima de 30 cmH2O aumenta risco de barotrauma.

Valor protetor."
"56d6f8ae-3d7b-4455-9eb1-d475efe407aa","ME3","Capnografia","3o Trimestre ME3 - Qual causa frequente de reinalação de CO2 no circuito circular?","Exaustão da cal sodada","Hiperventilação","Baixo metabolismo","Hipotermia","A","Correta. Absorvedor exaurido permite reinalação de CO2.

Reduz ETCO2.

Reduz produção de CO2.

Reduz produção metabólica de CO2."
"26b78a6e-8142-4a02-a4b8-0b43dc2ed8e0","ME3","DPOC","3o Trimestre ME3 - Em DPOC grave sob ventilação, qual estratégia reduz hiperinsuflação dinâmica?","Frequência respiratória elevada","Tempo expiratório prolongado","Tempo inspiratório prolongado","Hiperventilação intensa","B","Favorece aprisionamento.

Correta. Permite esvaziamento pulmonar mais completo.

Reduz tempo expiratório.

Pode piorar auto-PEEP."
"25b501d6-7323-4be5-9e42-75acb5d64ab2","ME3","Broncoespasmo","3o Trimestre ME3 - Em broncoespasmo intraoperatório grave, qual ajuste ventilatório é mais adequado?","Aumentar frequência respiratória","Reduzir tempo expiratório","Prolongar tempo expiratório","Aumentar volume corrente agressivamente","C","Piora auto-PEEP.

Aumenta aprisionamento aéreo.

Correta. Expiração prolongada reduz hiperinsuflação dinâmica.

Aumenta risco de barotrauma."
"b4264bfc-5f4c-4608-a8e1-e8bba537ba97","ME3","Ventilação","3o Trimestre ME3 - Em ventilação controlada a volume, aumento de pico com platô normal sugere:","Aumento de resistência de vias aéreas","Redução de complacência pulmonar","Pneumotórax hipertensivo sempre","Edema pulmonar cardiogênico","A","Correta. Resistência elevada aumenta pressão resistiva.

Aumentaria pico e platô.

Pode elevar ambos se reduzir complacência.

Geralmente aumenta platô também."
"5e99ead5-762a-44b9-a049-bbcfd2fda7ad","ME3","Capnografia","3o Trimestre ME3 - Qual alteração capnográfica sugere broncoespasmo?","Linha de base elevada","Curva em barbatana de tubarão","Traçado ausente","ETCO2 zero persistente","B","Sugere reinalação de CO2.

Correta. Esvaziamento expiratório lento altera a fase III.

Sugere desconexão ou extubação.

Incompatível com ventilação efetiva."
"ecbe38c3-1dd1-43ea-a41f-a489331fe8ff","ME3","Ventilação","3o Trimestre ME3 - Aumento simultâneo da pressão de pico e platô sugere:","Broncoespasmo isolado","Obstrução parcial do tubo","Redução da complacência pulmonar","Vazamento no circuito","C","Eleva mais pico.

Eleva mais pico.

Correta. Baixa complacência aumenta pressão alveolar estática.

Reduz volumes e pressões."
"6f462753-7e84-4314-81fc-a586e31dc74a","ME3","Embolia","3o Trimestre ME3 - Em embolia pulmonar maciça, qual achado capnográfico é esperado?","Aumento abrupto do ETCO2","Queda abrupta do ETCO2","Linha de base elevada","Aumento progressivo por hipermetabolismo","B","Não é típico.

Correta. Redução da perfusão pulmonar diminui eliminação de CO2.

Sugere reinalação.

Sugere hipertermia maligna."
"ed4efd79-5da7-45dd-ad79-302d849c1825","ME3","Ventilação","3o Trimestre ME3 - Driving pressure é calculada por:","Pressão de pico menos PEEP","Pressão de platô menos PEEP","ETCO2 menos PEEP","Volume corrente dividido por FiO2","B","Inclui componente resistivo.

Correta. Reflete pressão elástica aplicada ao sistema respiratório.

Não é fórmula válida.

Não corresponde ao conceito."
"e0fbf9fa-2e33-4de6-a4a2-d17cc50ef22b","ME3","Obstetrícia","3o Trimestre ME3 - Em anestesia obstétrica, qual alteração fisiológica aumenta dispersão cefálica do anestésico local no neuroeixo?","Aumento do volume liquórico","Congestão venosa epidural","Redução da progesterona","Aumento do espaço epidural","B","O volume liquórico tende a reduzir.

Correta. A congestão venosa epidural reduz o espaço disponível e favorece maior dispersão.

A progesterona encontra-se elevada.

O espaço epidural funcional reduz-se."
"cc0bc986-70e6-43ab-b295-a9e7f3c88c5a","ME3","Neuroanestesia","3o Trimestre ME3 - Em neuroanestesia, qual alvo ventilatório é usualmente recomendado no TCE grave sem herniação iminente?","PaCO2 20-25 mmHg","PaCO2 35-40 mmHg","PaCO2 55-60 mmHg","PaCO2 acima de 70 mmHg","B","Hiperventilação intensa pode reduzir perfusão cerebral.

Correta. Normocapnia é recomendada para evitar isquemia cerebral.

Hipercapnia aumenta fluxo cerebral e PIC.

Valores extremos são deletérios."
"7f9bd654-2128-4bea-97d4-09e318118012","ME3","Feocromocitoma","3o Trimestre ME3 - Em anestesia para feocromocitoma, qual preparo clássico reduz crises hipertensivas perioperatórias?","Bloqueio alfa-adrenérgico","Bloqueio beta isolado inicial","Diurético isolado","Atropina profilática","A","Correta. Bloqueio alfa reduz vasoconstrição catecolaminérgica.

Beta-bloqueio isolado antes do alfa pode piorar hipertensão.

Não trata a fisiopatologia principal.

Não possui essa indicação."
"c3290f1b-e78e-4ff0-becf-4718feb8c9bd","ME3","Sepse","3o Trimestre ME3 - Qual marcador auxilia avaliação de hipoperfusão em choque séptico?","Lactato","Amilase","Plaquetas isoladas","Hemoglobina isolada","A","Correta. Lactato elevado sugere metabolismo anaeróbico e hipoperfusão.

Não é marcador de perfusão.

Avalia coagulação, não perfusão diretamente.

Não avalia perfusão isoladamente."
"4abd1087-4708-4d90-9f93-28c4162eb96f","ME3","Laparoscopia","3o Trimestre ME3 - Em anestesia para cirurgia laparoscópica, o pneumoperitônio por CO2 costuma causar:","Aumento da complacência pulmonar","Redução da pressão de vias aéreas","Aumento da PaCO2 e da pressão de vias aéreas","Hipocapnia obrigatória","C","A complacência tende a reduzir.

As pressões geralmente aumentam.

Correta. CO2 absorvido e pressão abdominal elevada alteram ventilação.

Hipercapnia é mais provável."
"c6f0a507-30f5-4e64-923c-0a3677f665f9","ME3","Obstetrícia","3o Trimestre ME3 - Em gestante submetida à cesariana sob raquianestesia, qual vasopressor é preferido para hipotensão materna?","Dopamina","Fenilefrina","Nitroprussiato","Dobutamina","B","Dopamina não é primeira escolha.

Correta. Fenilefrina mantém melhor perfil ácido-base fetal.

Nitroprussiato não é indicado nesse contexto.

Dobutamina é inotrópico, não vasopressor padrão."
"1f2cfeee-4c60-4ee8-9e0c-b96ef99afd62","ME3","Neuroanestesia","3o Trimestre ME3 - Em hipertensão intracraniana aguda com sinais de herniação, qual medida temporária pode ser útil?","Hipercapnia permissiva","Hiperventilação breve","Trendelenburg","PEEP excessiva","B","Hipercapnia aumenta PIC.

Correta. Hiperventilação reduz PaCO2 e causa vasoconstrição cerebral transitória.

Trendelenburg piora drenagem venosa cerebral.

PEEP excessiva pode elevar pressão venosa cerebral."
"a7b8d9be-270b-46d1-9861-e481427c8fb8","ME3","Feocromocitoma","3o Trimestre ME3 - Durante manipulação de feocromocitoma, qual evento é esperado?","Crise hipertensiva","Hipotensão obrigatória","Hipoglicemia imediata","Broncoespasmo","A","Correta. Liberação catecolaminérgica pode causar hipertensão grave.

Hipotensão é mais comum após ligadura tumoral.

Hiperglicemia é mais provável inicialmente.

Não é evento típico."
"6c0c0d06-3650-457b-af1c-1d7139dba3bc","ME3","Posicionamento","3o Trimestre ME3 - Em posição prona prolongada, qual complicação ocular grave é descrita?","Neuropatia óptica isquêmica","Conjuntivite simples","Descolamento de retina obrigatório","Miose prolongada","A","Correta. Hipoperfusão e compressão ocular podem causar perda visual.

É menos grave e não a principal preocupação.

Não é a complicação clássica.

Não tem relação direta."
"20dab670-b124-4b4e-9c7b-df9d88f7779d","ME3","Cirurgia Robótica","3o Trimestre ME3 - Em Trendelenburg acentuado prolongado na cirurgia robótica, qual complicação é relevante?","Redução da pressão intracraniana","Edema facial e aumento da PIC","Aumento da complacência pulmonar","Hipovolemia absoluta","B","Trendelenburg aumenta pressão venosa cerebral.

Correta. Congestão venosa favorece edema facial, de vias aéreas e aumento da PIC.

A complacência tende a reduzir.

Não é efeito direto."
"082a76e5-3c20-43a3-a59c-47702c76c0ea","ME3","Anestesia Regional","3o Trimestre ME3 - Em bloqueio interescalênico, qual complicação respiratória é mais frequente?","Bloqueio do nervo frênico","Pneumotórax bilateral","Edema pulmonar","Aspiração pulmonar","A","Correta. O bloqueio frênico ipsilateral é comum pela proximidade anatômica.

Pode ocorrer em outras abordagens, mas não é o mais frequente aqui.

Não é complicação típica.

Não é complicação direta do bloqueio."
"26b9ec8c-fb6d-4c15-aee6-8de3ecaaf949","ME3","Neuroanestesia","3o Trimestre ME3 - Qual solução deve ser evitada em neurocirurgia com risco de edema cerebral?","Soro fisiológico 0,9%","Salina hipertônica","Glicose 5%","Cristaloide isotônico","C","SF é frequentemente utilizado.

Salina hipertônica pode reduzir PIC.

Correta. Soluções hipotônicas favorecem edema cerebral.

Cristaloides isotônicos são preferíveis."
"d28fbc96-8f70-4070-87dd-d3ff770d4ea7","ME3","Feocromocitoma","3o Trimestre ME3 - Após ligadura venosa tumoral no feocromocitoma, qual complicação pode ocorrer?","Hipotensão grave","Hipertensão refratária obrigatória","Hipercalcemia","Broncoaspiração","A","Correta. A queda súbita de catecolaminas e vasoplegia podem causar hipotensão.

A hipertensão tende a reduzir após ressecção.

Não é alteração típica.

Não é específica desse momento."
"71f189b4-0be3-400c-87d5-52c608f5b36d","ME3","Posicionamento","3o Trimestre ME3 - Em litotomia prolongada, qual neuropatia é mais associada à compressão lateral da perna?","Nervo radial","Nervo fibular comum","Nervo facial","Nervo frênico","B","Radial relaciona-se aos membros superiores.

Correta. Compressão na cabeça da fíbula lesa o nervo fibular comum.

Não é típico da litotomia.

Não se relaciona à perna."
"f590237c-4f53-40b1-bc03-0eb430491ef7","ME3","Dor Aguda","3o Trimestre ME3 - Em analgesia multimodal, qual fármaco atua por antagonismo NMDA?","Cetamina","Naloxona","Dexmedetomidina","Neostigmina","A","Correta. Cetamina reduz sensibilização central via NMDA.

Naloxona antagoniza opioides.

Dexmedetomidina é agonista alfa-2.

Neostigmina é anticolinesterásico."
"315f5224-2c98-45dd-ab25-b37fc84913d1","ME3","Anestesia Regional","3o Trimestre ME3 - Qual complicação é classicamente associada ao bloqueio supraclavicular do plexo braquial?","Pneumotórax","Síndrome de Horner bilateral obrigatória","Bloqueio do nervo femoral","Hiperglicemia","A","Correta. A proximidade do ápice pulmonar aumenta risco de pneumotórax.

Pode ocorrer Horner, mas não bilateral obrigatória.

Não há relação anatômica.

Não é complicação do bloqueio."
"b4c7be0b-edc8-4015-9399-6698335a6c32","ME3","Cirurgia Cardíaca","3o Trimestre ME3 - Em cirurgia cardíaca com circulação extracorpórea, qual alteração hemostática é frequente?","Aumento isolado da agregação plaquetária","Plaquetopenia e disfunção plaquetária","Hipercalcemia obrigatória","Hipercoagulabilidade sem sangramento","B","A CEC tende a causar disfunção plaquetária.

Correta. Contato com circuito extracorpóreo e hemodiluição prejudicam hemostasia.

Hipocalcemia é mais provável após transfusão.

Sangramento pode ocorrer."
"d3c284a3-2462-4f26-84a4-8e7963504d4c","ME3","Sepse","3o Trimestre ME3 - Em sepse grave, qual vasopressor é primeira linha?","Dobutamina","Noradrenalina","Nitroglicerina","Dopamina rotineira","B","Dobutamina é inotrópico adjuvante.

Correta. Noradrenalina é recomendada como vasopressor inicial.

Nitroglicerina é vasodilatador.

Dopamina tem maior risco arrítmico."
"50dc7f79-2b43-4391-9a20-b6ce8323515a","ME3","Pediatria","3o Trimestre ME3 - Em anestesia pediátrica, qual fator explica dessaturação rápida em lactentes?","Maior CRF","Menor consumo de oxigênio","Maior consumo metabólico e menor reserva","Menor ventilação minuto relativa","C","A CRF relativa é menor.

O consumo de oxigênio é maior.

Correta. Alta demanda metabólica e menor reserva reduzem tempo seguro de apneia.

A ventilação minuto relativa é elevada."
"29cff8e6-0a00-4a3d-8d91-b69156a8a1b4","ME3","Dor Aguda","3o Trimestre ME3 - Qual fármaco analgésico/sedativo atua predominantemente em receptores alfa-2?","Ketorolaco","Dexmedetomidina","Cetamina","Morfina","B","Ketorolaco é AINE.

Correta. Dexmedetomidina tem ação alfa-2 agonista.

Cetamina antagoniza NMDA.

Morfina atua em receptores opioides."
"08985f4b-c0dc-4342-960a-eaab991c2383","ME3","LAST","3o Trimestre ME3 - Em LAST, qual tratamento específico deve ser administrado precocemente?","Naloxona","Emulsão lipídica intravenosa","Flumazenil","Sugamadex","B","Naloxona antagoniza opioides.

Correta. Emulsão lipídica é terapia específica para toxicidade sistêmica por anestésico local.

Flumazenil antagoniza benzodiazepínicos.

Sugamadex reverte aminosteroides."
"0ab3bacf-f211-4c52-a974-ec45c95baac3","ME3","Transfusão","3o Trimestre ME3 - Após transfusão maciça, qual distúrbio pode ocorrer pelo citrato dos hemoderivados?","Hipercalcemia","Hipocalcemia","Hipernatremia obrigatória","Hipomagnesemia isolada","B","O citrato quelante reduz cálcio ionizado.

Correta. Hipocalcemia pode causar instabilidade hemodinâmica e coagulopatia.

Não é o principal efeito do citrato.

Não é a alteração clássica."
"692c4df4-8bee-43a6-9491-37d77838e139","ME3","Sepse","3o Trimestre ME3 - Em choque séptico refratário, qual mecanismo contribui para vasoplegia persistente?","Deficiência relativa de vasopressina","Redução do óxido nítrico","Aumento da responsividade alfa","Hipercalcemia","A","Correta. Deficiência relativa de vasopressina pode manter hipotensão.

Óxido nítrico geralmente está aumentado.

A responsividade vascular costuma estar reduzida.

Não explica vasoplegia."
