id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me1simuladofinalcompleto50qpontos119revisaototaldoanohtml-8,ME1,,"7) · Caso Clinico · Pre-op + Jejum + Risco de Broncoaspiracao JejumDRGEObesidade morbida Paciente 45 anos, IMC 47, hernia de hiato e DRGE sintomatica, cirurgia ortopedica eletiva as 8h. Ingeriu suco coado as 5h30 (2h30 antes). Solicita nao adiar a cirurgia. Qual a conduta mais adequada?",Proceder normalmente; liquidos claros sao permitidos ate 2h antes em adultos.,Adiar a cirurgia; DRGE + obesidade morbida prolongam esvaziamento gastrico — regra das 2h aplica-se apenas a pacientes de baixo risco.,Inducao de sequencia rapida e proceder; risco aceitavel em ortopedia curta.,Administrar metoclopramida + omeprazol IV e iniciar em 30 min. || E) Aguardar 30 min adicionais e iniciar com mascara laringea.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladofinalcompleto50qpontos119revisaototaldoanohtml-9,ME1,,"8) · Pre-anestesico + Farmacologia Pediatrica Midazolam oralMPA pediatrica Sobre medicacao pre-anestesica com midazolam oral em criancas, qual afirmativa e CORRETA?","Dose de 0,05-0,1 mg/kg IV, administrada obrigatoriamente na sala cirurgica.","Via oral 0,3-0,5 mg/kg promove ansiolise em 20-30 min; dose maxima 15 mg; pode prolongar o despertar em cirurgias curtas.",Contraindicado em menores de 12 anos por risco de depressao respiratoria grave.,Nao tem efeito amnesico e deve ser associado a cetamina obrigatoriamente. || E) A dose oral em criancas e identica a dose IV ajustada por peso.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-10,ME1,,"CC

CC P3 + P7 Durante procedimento eletivo, o aparelho de anestesia apresenta alarme de vazamento. O anestesiologista identifica que o sistema de scavenging (exaustão de gases) está desconectado há aproximadamente 40 minutos. A equipe presente inclui uma técnica de enfermagem grávida de 14 semanas. Qual medida imediata deve ser adotada?","Continuar o procedimento sem interrupção, pois o tempo foi curto.","Interromper a administração de halogenados, ventilar o ambiente, afastar a técnica grávida da sala e registrar o incidente.",Substituir apenas o agente halogenado por propofol e continuar.,Aguardar o término da cirurgia para tomar medidas preventivas. || E) Aplicar máscara de oxigênio apenas na grávida e prosseguir normalmente.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-11,ME1,,"P2

P2 A Resolução CFM 2.174/2017 trata especificamente de:",Telemedicina aplicada à anestesiologia.,"Ato anestésico, definindo requisitos mínimos de segurança para sua realização.",Eutanásia e cuidados paliativos em UTI.,Registro de honorários do anestesiologista no SUS. || E) Formação e currículo mínimo dos programas de residência em anestesiologia.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-12,ME1,,"CC

CC P4 Paciente de 54 anos, hipertensa controlada com enalapril, diabética tipo 2 em uso de metformina, IMC 29 kg/m², candidata a colecistectomia videolaparoscópica eletiva. Exames: glicemia 138 mg/dL, creatinina 0,9 mg/dL, ECG normal. Qual a classificação ASA mais adequada?",ASA I.,ASA II.,ASA III.,ASA IV. || E) ASA II-E (emergência).,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-13,ME1,,"CC

CC P4 + P9 Paciente masculino, 71 anos, ex-tabagista (40 maços-ano), dispneia aos médios esforços (sobe 1 lance de escadas), angina estável em tratamento com betabloqueador e AAS. ECG: bloqueio de ramo esquerdo. Ecocardiograma recente: FE 45%, disfunção diastólica grau II. Candidato a herniorrafia inguinal eletiva. De acordo com os critérios de avaliação cardíaca pré-operatória (AHA/ACC), qual é a conduta mais adequada?",Suspender betabloqueador 7 dias antes e solicitar cintilografia miocárdica.,"Proceder à cirurgia sem avaliação adicional, pois herniorrafia é cirurgia de baixo risco.","Manter betabloqueador, classificar como risco intermediário e avaliar capacidade funcional; com ≥4 METs sem sintomas limitantes, pode-se proceder à cirurgia.",Indicar revascularização miocárdica profilática antes da herniorrafia. || E) Contraindicar cirurgia eletiva indefinidamente por causa do BRE.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-14,ME1,,"P4

P4 Segundo as diretrizes do jejum pré-operatório (ASA 2023), o tempo mínimo de jejum para líquidos claros em adultos eletivos é:",8 horas.,6 horas.,4 horas.,"2 horas. || E) 1 hora, se volume inferior a 100 mL.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-15,ME1,,"CC

CC P4 + P5 Paciente de 48 anos, obeso mórbido (IMC 42), pescoço curto e espesso, abertura oral de 3 cm, Mallampati III, distância tireomentoniana de 5 cm, extensão cervical limitada por artrose. Programado para gastrectomia vertical eletiva. Na avaliação pré-anestésica, o anestesiologista deve:",Classificar como via aérea provavelmente difícil e planejar intubação por fibroscopia acordado como primeira opção.,Classificar como Mallampati I após reposicionamento e proceder normalmente.,Indicar anestesia espinhal sem planejamento adicional de via aérea.,Aguardar redução de 10% do peso corporal antes de proceder à cirurgia. || E) Considerar via aérea de fácil abordagem com base apenas na abertura oral de 3 cm.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-16,ME1,,"P4

P4 Sobre a suspensão perioperatória de anticoagulantes orais (varfarina), é correto afirmar:",Deve ser sempre suspensa 24 horas antes de qualquer cirurgia.,"Em cirurgias de alto risco hemorrágico, suspende-se 5 dias antes, com heparina de ponte se INR ainda elevado e risco tromboembólico alto.","Pode ser mantida em cirurgia intracraniana se INR < 2,5.",Os novos anticoagulantes orais (NOACs) seguem exatamente o mesmo protocolo da varfarina. || E) A reversorão de varfarina com vitamina K leva menos de 2 horas para atingir INR normal.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-17,ME1,,"CC

CC P5 Após indução anestésica em paciente de 35 anos (cirurgia eletiva), o anestesiologista tenta laringoscopia direta com lâmina Macintosh 3. Visualiza apenas a epiglote (Cormack-Lehane grau III). Primeira tentativa de intubação malsucedida. Ventilação com máscara facial: eficaz. O próximo passo mais adequado segundo o algoritmo de via aérea difícil da ASA é:",Realizar traqueostomia de urgência imediatamente.,"Inserir dispositivo supraglótico (máscara laríngea) como ponte, chamar ajuda e planejar estratégia alternativa de intubação (videolaringoscópio ou fibroscópio).",Repetir laringoscopia direta com lâmina Miller sem mudanças técnicas.,Administrar succinilcolina adicional e tentar novamente em 5 minutos. || E) Acordar o paciente imediatamente sem tentar nenhuma alternativa.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-18,ME1,,"P5

P5 A sequência rápida de intubação (SRI) clássica inclui todos os abaixo, EXCETO:",Pré-oxigenação com O₂ a 100% por pelo menos 3 minutos.,Administração simultânea de indutores e bloqueadores neuromusculares de ação rápida.,Pressão cricoide (manobra de Sellick) aplicada após perda da consciência.,Ventilação manual com máscara entre a indução e a intubação como etapa obrigatória. || E) Evitar ventilação com pressão positiva antes da intubação para reduzir risco de aspiração.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-19,ME1,,"CC

CC P5 + P7 Paciente de 22 anos é submetida a apendicectomia de urgência. Após intubação, a capnografia mostra curva de CO₂ com plateau em 38 mmHg. Ausculta: murmúrio vesicular assimétrico (dimínuido à esquerda). SpO₂ 93%. Qual é a causa mais provável e a conduta imediata?",Broncoespasmo grave; administrar broncodilatador inalatório imediatamente.,Intubação seletiva no brônquio principal direito; recuar o tubo até obter ausculta simétrica.,Pneumotórax hipertensivo à esquerda; descompressão imediata com agulha.,Esôfago intubado; a capnografia com curva normal descarta essa hipótese. || E) Atelectasia de base esquerda por posição; reposicionar a mesa cirúrgica.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-2,ME1,,"CC

CC P1 + P4 Um paciente de 68 anos, em estado consciente e lúcido, com diagnóstico de neoplasia pulmonar avançada, recusa intubação orotraqueal e ventilação mecânica em situação de insuficiência respiratória aguda progressiva. Familiares pedem ao anestesiologista que intervenha contra a vontade do paciente. Qual é a conduta eticamente correta?","Intubar o paciente, pois o instinto de sobrevivência prevalece sobre a autonomia em emergências.","Respeitar a recusa do paciente competente, documentar em prontuário e oferecer cuidados paliativos.",Solicitar intervenção judicial imediata para autorizar o procedimento.,"Intubar apenas com testemunhas presentes, transferindo responsabilidade para a família. || E) Aguardar inconsciência do paciente para proceder à intubação sem nova avaliação.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-20,ME1,,"P5

P5 Em relação à máscara laríngea de segunda geração (ex.: ProSeal, Supreme, i-gel), a principal vantagem em relação à máscara laríngea clássica é:",Permite intubação orotraqueal por dentro do dispositivo em 100% dos casos.,Possui canal gástrico que permite drenagem de conteúdo gástrico e reduz risco de aspiração.,Elimina completamente o risco de laringoespasmo.,Pode ser usada em cirurgias abdominais abertas com pressão de insuflação ilimitada. || E) Não exige jejum prévio por ser dispositivo supraglótico.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-21,ME1,,"CC

CC P5 + P8 Paciente masculino de 60 anos com histórico de apneia obstrutiva do sono grave (SAOS), Mallampati IV, pescoço curto. Após extubação no fim da cirurgia abdominal, desenvolve obstrução respiratória com esforço inspiratório, queda de SpO₂ para 82% e estridor. Ventilação com máscara não resolve. Qual a principal causa e medida mais urgente?","Laringoespasmo pós-extubação; administrar propofol 0,5 mg/kg e considerar reintubação.",Edema pulmonar; administrar furosemida IV.,"Hipoventilação por opioide residual; administrar naloxona 0,4 mg IV.",Pneumotórax espontâneo; realizar descompressão imediata. || E) Broncoespasmo central; administrar hidrocortisona IV.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-22,ME1,,"CC

CC P6 Paciente de 55 anos submetido a prostatectomia radical laparoscópica em posição de Trendelenburg acentuado (30°) por 4 horas. No pós-operatório, queixa-se de visão turva e apresenta edema conjuntival bilateral. Qual é a complicação mais provável relacionada ao posicionamento?",Embolia gasosa paradoxal.,Isquemia da medula cervical por hiperflexão.,Neuropatia do nervo ulnar por compressão do cotovelo.,Aumento da pressão intraocular com risco de neuropatia óptica isquêmica. || E) Síndrome compartimental abdominal.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-23,ME1,,"P6

P6 A lesão do nervo ulnar em cirurgias sob anestesia geral está classicamente associada à posição:",Prona com braços ao longo do corpo sem acolchoamento.,"Supina com antebraço pronado, compressão no sulco epitroclear.",Litotomia com hiperflexão do quadril.,Sentada com compressão glútea bilateral. || E) Lateral com apoio axilhar direto sobre o plexo braquial.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-24,ME1,,"CC

CC P6 + P9 Paciente obeso (IMC 45), 62 anos, em posição prona para cirurgia de coluna lombar. Após 90 minutos, o anestesiologista nota queda progressiva da pressão arterial para 70/40 mmHg sem alteração da SpO₂. Qual é a causa hemodinâmica mais provável relacionada ao posicionamento?",Tamponamento cardíaco por posição.,"Compressão abdominal com aumento da pressão intra-abdominal, redução do retorno venoso e queda do débito cardíaco.",Pneumotórax hipertensivo bilateral.,Embolia pulmonar maciça por TVP perioperatória. || E) Isquemia miocárdica por compressão coronariana posicional.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-25,ME1,,"P6

P6 Na posição de litotomia, a principal lesão neurológica periférica relacionada a cirurgias prolongadas é:",Lesão do nervo facial por compressão da máscara.,Lesão do nervo femoral por hiperflexão do quadril com rotação externa excessiva.,Lesão do nervo óptico por hipotensão arterial.,Lesão do plexo lombossacro por tração em Trendelenburg. || E) Lesão do nervo frênico por compressão torácica.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-26,ME1,,"CC

CC P7 + P3 Durante revisão de manutenção do aparelho de anestesia, o técnico detecta que o vaporizador de sevoflurano marca concentração de 2% quando o dial está ajustado para 1%. O aparelho foi calibrado há 18 meses. Qual é o risco imediato e a conduta correta?",Risco de subdosagem; aumentar o dial para compensar e continuar usando.,"Risco de superdosagem do agente halogenado (aprofundamento anestésico excessivo, colapso cardiovascular); retirar o aparelho de uso e encaminhar para calibração.",O problema é apenas cosmético; vaporizadores não precisam de calibração periódica.,Risco apenas de despertar intraoperatório; ajustar a ventilação para corrigir. || E) Substituir o vaporizador por isoflurano e continuar operando o aparelho.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-27,ME1,,"P7

P7 O capnógrafo de fluxo lateral (sidestream) difere do de fluxo direto (mainstream) porque:","O sidestream analisa o gás diretamente no circuito, sem aspiração de amostra.","O sidestream aspira amostra de gás do circuito para análise em célula remota, com possível atraso de resposta e risco de obstrução do cateter amostrador.",O mainstream é mais indicado em pacientes pediátricos por ser mais leve.,O sidestream não detecta CO₂ em pacientes com baixo débito cardíaco. || E) Ambos utilizam espectrometria de massa como único método de análise.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-28,ME1,,"CC

CC P7 + P10 Em paciente ventilado mecanicamente (modo VCV), o anestesiologista observa aumento progressivo da pressão de pico (de 20 para 38 cmH₂O) sem alteração da pressão plateau (permanece 18 cmH₂O). SpO₂ mantida. Qual é a causa mais provável?",Síndrome do desconforto respiratório agudo (SDRA) com diminuição da complacência pulmonar.,"Obstrução do tubo orotraqueal ou aumento da resistência das vias aéreas (broncoespasmo, secreção).",Pneumotórax hipertensivo com colapso pulmonar unilateral.,Falha no gerador de fluxo do ventilador mecânico. || E) Intubação esofágica tardia.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-29,ME1,,"P7

P7 A principal vantagem do oxímetro de pulso de nova geração com tecnologia de extração de sinal (ex.: Masimo SET) em relação aos oxímetros convencionais é:",Capacidade de mensurar hemoglobina total sem coleta de sangue.,Maior acurácia na presença de artefatos de movimento e baixa perfusão periférica.,Medida direta da PaO₂ arterial.,Eliminação de interferência de carboxi-hemoglobina na leitura. || E) Uso exclusivo em pacientes pediátricos por menor comprimento de onda.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-3,ME1,,"P1

P1 Segundo o Código de Ética Médica (CFM), o consentimento livre e esclarecido para anestesia deve ser:","Verbal, obtido apenas no momento imediato ao procedimento.","Escrito, obtido idealmente na consulta pré-anestésica, com linguagem acessível ao paciente.","Dispensável em procedimentos de urgência absoluta, sem exceções.","De responsabilidade exclusiva do cirurgião, não do anestesiologista. || E) Substituível pelo consentimento familiar em qualquer situação de risco elevado.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-30,ME1,,"CC

CC P7 + P9 Paciente de 68 anos em cirurgia aórtica aberta. O anestesiologista monitoriza a pressão arterial invasiva (PAI) na artéria radial direita. Ao analisar a curva de pressão, observa variação de pressão de pulso (VPP) de 18% durante ventilação mecânica controlada. O que isso indica?",Insuficiência aórtica grave com alta pressão de pulso fixa.,Paciente normovolêmico; VPP < 10% seria indicativo de hipovolemia.,Hipovolemia com responsividade a volume; VPP > 13% sugere que o paciente responderá positivamente à infusão de fluidos.,Hipertensão arterial sistêmica descontrolada. || E) Artefato do transdutor sem significado clínico quando VPP < 20%.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-31,ME1,,"P7

P7 Sobre a checagem do aparelho de anestesia antes de cada procedimento, é correto afirmar:","Deve ser realizada apenas no início do dia, não necessitando repetição entre casos.","É obrigatória antes de cada anestesia, conforme normatização da SBA e CFM, e inclui teste de vazamento, verificação de gases, vaporizadores e sistemas de alarme.","É responsabilidade exclusiva do técnico de anestesia, não do médico.",Dispensa o teste de vazamento se o aparelho foi utilizado no caso anterior sem intercorrências. || E) Aparelhos com menos de 5 anos de uso são isentos de checagem formal.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-32,ME1,,"CC

CC P8 + P4 Paciente de 45 anos, epiléptico em uso de fenitoína há 8 anos, programado para craniotomia eletiva. Na avaliação pré-anestésica, o anestesiologista deve considerar que a fenitoína:","Potencializa o efeito dos bloqueadores neuromusculares adespolarizantes, reduzindo a dose necessária.","É indutora enzimática do CYP450, acelerando o metabolismo de vários anestésicos e reduzindo a duração dos bloqueadores neuromusculares (resistência).",Contraindica o uso de propofol por risco de síndrome da infusão.,Deve ser suspensa 72 horas antes da cirurgia para evitar convulsões perioperatórias. || E) Potencializa o efeito dos opioides por inibição enzimática hepática.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-33,ME1,,"P8

P8 A pressão de perfusão cerebral (PPC) é calculada como:",PPC = PAM – PVC,PPC = PAS – PAD,PPC = PAM – PIC,PPC = PVC – PIC || E) PPC = DC × RVS,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-34,ME1,,"CC

CC P8 + P9 Paciente de 58 anos em craniotomia para clipagem de aneurisma cerebral. Durante a cirurgia, o neurocirurgião pede hipotensão controlada. A PAM é reduzida para 50 mmHg. PIC aferida: 15 mmHg. Calcule a PPC e avalie se o valor obtido é seguro para a perfusão cerebral.",PPC = 35 mmHg; valor dentro da faixa segura (30–40 mmHg é aceitável em neurocirurgia).,"PPC = 65 mmHg; valor seguro, pois PAM elevada garante boa perfusão.","PPC = 35 mmHg; valor abaixo do limiar mínimo recomendado de 50–60 mmHg, com risco de isquemia cerebral.",PPC = 50 mmHg; valor limítrofe aceitável para qualquer situação clínica. || E) PPC não pode ser calculada sem conhecer a resistência vascular cerebral.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-35,ME1,,"P8

P8 Sobre a autorregulação cerebral em condições normais, é correto afirmar:",O fluxo sanguíneo cerebral (FSC) é constante com PAM entre 50 e 150 mmHg em indivíduos hígidos.,O FSC é diretamente proporcional à PAM em toda a faixa de pressão.,A autorregulação é preservada em pacientes com hipertensão arterial crônica mesmo com PAM < 60 mmHg.,O CO₂ não influencia o FSC; apenas a PAM é determinante. || E) A hipocapnia aumenta o FSC por vasodilatação cerebral.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-36,ME1,,"CC

CC P8 + P5 Paciente de 72 anos com diagnóstico de tumor cerebral supratentorial com edema perilesional significativo (TC evidencia desvio de linha média de 8 mm). Programa-se para craniotomia. Durante a indução anestésica, o anestesiologista deve priorizar qual estratégia para evitar aumento da PIC?",Indução inalatória com sevoflurano em concentração acima de 1 CAM para garantir profundidade anestésica.,"Uso de cetamina em dose única para indução, visando manutenção da PAM.","Indução venosa com propofol (que reduz CMRO₂ e FSC), pré-oxigenação adequada, evitar hipercapnia e hipóxia, com laringoscopia suave para atenuar resposta pressórica.",Indução sem pré-medicação para não deprimir o nível de consciência antes da cirurgia. || E) Manter hipercarbia leve (PaCO₂ 50–55 mmHg) para garantir vasodilatação e perfusão do tumor.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-37,ME1,,"CC

CC P9 + P4 Paciente de 65 anos, portador de estenose aórtica grave (área valvar 0,7 cm², gradiente médio 52 mmHg, FE 55%), programado para colectomia esquerda eletiva por neoplasia. Qual é a principal preocupação hemodinâmica durante a anestesia?",Taquicardia sinusal que aumenta o fluxo coronariano.,"Hipotensão arterial grave por vasodilatação (redução da pós-carga), com risco de isquemia subendocárdica pela dependência de pré-carga e frequência cardíaca adequada (60–80 bpm).",Hipertensão arterial refratária ao tratamento.,Fibrilação ventricular espontânea no intraoperatório. || E) Embolia pulmonar por thrombus valvar.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-38,ME1,,"P9

P9 A equação de Frank-Starling descreve que:",O débito cardíaco é inversamente proporcional à pré-carga ventricular.,"O volume sistólico aumenta com o aumento do volume diastólico final (pré-carga), dentro de limites fisiológicos.",A resistência vascular sistêmica é o principal determinante do volume sistólico.,"A frequência cardíaca tem impacto maior que a contratilidade no débito cardíaco. || E) Em situações de choque distributivo, a pré-carga elevada sempre compensa a vasoplegia.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-39,ME1,,"CC

CC P9 + P7 Durante cirurgia videolaparoscópica (insuflação com CO₂, pressão 15 mmHg), paciente de 50 anos apresenta bradicardia sinusal (FC 42 bpm) e hipotensão (PA 80/50 mmHg) logo após o início do pneumoperitôneo. Qual é a provável causa e conduta?",Hipercapnia grave por absorção de CO₂; hiperventilar e aguardar resolução.,"Resposta vagal ao estiramento peritoneal; reduzir ou suspender temporariamente o pneumoperitôneo, administrar atropina IV e avaliar retorno hemodinâmico.",Embolia gasosa maciça; colocar em posição de Durant e iniciar ressuscitação.,Infarto agudo do miocárdio perioperatório; suspender cirurgia imediatamente. || E) Bloqueio atrioventricular completo por hipercalemia; solicitar ECG de 12 derivações.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-4,ME1,,"CC

CC P1 + P3 Uma anestesiologista é solicitada a realizar anestesia geral em paciente portador de hepatite C crônica, sem uso de EPI adequado. A agulha utilizada na punção venosa a lesiona acidentalmente. A residente que estava presente não anotou o ocorrido. Qual dos princípios bioéticos é diretamente violado pela omissão do registro do acidente?",Autonomia do paciente.,Beneficência em relação ao cirurgião.,Não-maleficência e responsabilidade profissional da médica acidentada.,Justiça distributiva do sistema de saúde. || E) Confidencialidade do diagnóstico do paciente.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-40,ME1,,"P9

P9 A resposta catecolaminérgica à laringoscopia e intubação orotraqueal é mediada primariamente por:",Ativação parassimpática com liberação de acetilcolina.,"Estimulação simpática reflexa com liberação de adrenalina e noradrenalina, causando taquicardia e hipertensão.",Ativação dos receptores NMDA no tronco cerebral.,Liberação de histamina por mastócitos da mucosa laríngea. || E) Estimulação direta do nó sinusal pelo tubo orotraqueal.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-5,ME1,,"P2

P2 No contexto da organização do SUS, a regulação dos procedimentos anestésicos de alta complexidade em cirurgia cardíaca é de competência:","Exclusivamente municipal, por meio das Unidades Básicas de Saúde.","Estadual e/ou federal, por meio de Centrais de Regulação de Alta Complexidade.","Do CFM, diretamente, sem participação do Ministério da Saúde.","Do plano de saúde suplementar, sem vínculo com o SUS. || E) Apenas de hospitais universitários federais credenciados.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-6,ME1,,"CC

CC P2 + P1 Um anestesiologista recebe notificação do Conselho Federal de Medicina por cobrança de honorários acima da tabela em procedimento realizado pelo SUS, tendo recebido pagamento complementar diretamente do paciente. Qual dispositivo regulatório é violado?","Lei Orgânica da Saúde (Lei 8.080/90), que proíbe cobranças adicionais por procedimentos cobertos pelo SUS.",Resolução CFM sobre número máximo de anestesias por plantão.,"Lei 9.656/98 (planos de saúde), aplicável apenas ao setor privado.","Código de Defesa do Consumidor, que não se aplica à relação médico-paciente no SUS. || E) Estatuto do Idoso, se o paciente tiver mais de 60 anos.",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-7,ME1,,"P3

P3 O anestesiologista é um dos profissionais com maior risco de desenvolver dependência de substâncias psicoativas entre médicos. O agente mais frequentemente envolvido no abuso entre anestesiologistas é:",Cocaína intranasal.,Benzodiazepínicos orais.,"Opioides, especialmente fentanil e sufentanil.",Álcool etílico exclusivamente. || E) Propofol inalatório.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-8,ME1,,"CC

CC P3 Um anestesiologista de 42 anos apresenta nos últimos 3 meses: atrasos frequentes, irritabilidade, olhos hiperemiados, tremores finos nas mãos ao início do plantão e melhora aparente após administração de medicação em sala cirúrgica sem registro. Um colega suspeita de dependência química. Qual é a conduta inicial correta pelo colega?",Denunciar imediatamente ao CFM sem comunicar ao médico suspeito.,"Ignorar, pois interferir seria violação à privacidade do colega.","Comunicar à Comissão de Ética do hospital e ao CRM, visando encaminhamento para tratamento, conforme previsto no Código de Ética.",Registrar boletim de ocorrência policial. || E) Solicitar exame toxicológico compulsório sem comunicar ao suspeito.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos1101semestrecompletohtml-9,ME1,,"P3

P3 Sobre exposição ocupacional a agentes inalatórios halogenados, é correto afirmar que:",Sevoflurano e desflurano não apresentam toxicidade hepática em nenhuma concentração.,"A exposição crônica a traços de halogenados está associada a hepatotoxicidade, nefrotoxicidade e risco aumentado de aborto espontâneo em gestantes.",O uso de circuito semifechado elimina completamente a contaminação ambiental.,Apenas enflurano apresenta potencial mutagênico documentado. || E) A NIOSH não estabelece limites de exposição para anestésicos halogenados.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos110completohtml-10,ME1,,"CC

9. CC P3+P7 Durante procedimento eletivo com sevoflurano, o anestesiologista percebe que o sistema de scavenging estava desconectado há cerca de 45 minutos. A equipe inclui uma técnica de enfermagem grávida de 12 semanas. Quais são as medidas imediatas corretas?",Continuar o procedimento normalmente; 45 minutos é tempo insuficiente para causar dano.,"Interromper a administração do halogenado, ventilar o ambiente, afastar imediatamente a técnica grávida da sala e registrar o incidente em formulário de notificação de risco.",Substituir sevoflurano por propofol e continuar sem outras medidas.,Aguardar o fim da cirurgia para adotar medidas preventivas retroativas. || E) Colocar máscara de oxigênio na técnica grávida e prosseguir normalmente.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos110completohtml-11,ME1,,"P2

10. P2 A Resolução CFM 2.174/2017 estabelece normas relativas ao:",Uso de telemedicina na assistência anestesiológica remota.,"Ato anestésico, definindo condições mínimas de segurança para sua realização, incluindo presença obrigatória do médico anestesiologista.",Protocolo de eutanásia e distanásia em UTI adulto.,Registro de honorários do anestesiologista no sistema de pagamento do SUS. || E) Currículo mínimo e carga horária dos programas de residência em anestesiologia.,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me1simuladosemestral150qpontos110completohtml-12,ME1,,"CC

11. CC P4 Paciente de 54 anos, hipertensa controlada com enalapril 10 mg/dia, diabética tipo 2 em uso de metformina, IMC 29 kg/m², candidata a colecistectomia videolaparoscópica eletiva. Exames pré-operatórios: glicemia jejum 136 mg/dL, creatinina 0,9 mg/dL, ECG sinusal normal. Qual a classificação ASA mais adequada?",ASA I,ASA II,ASA III,ASA IV || E) ASA II-E (caráter de emergência),A,Alternativa E preservada junto da D para compatibilidade.,,,,
