id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me2simulado4trimestreprovab30qpontos33361html-20,ME2,,"Ambulatorial | Caso Clínico

Paciente de 72 anos, ASA III (IC compensada com FE 45%, DM2 controlado), submetido a ressecção de carcinoma basocelular cutâneo facial sob anestesia local com sedação leve (midazolam 1 mg + propofol em TCI 0,8 mcg/mL). É candidato à cirurgia ambulatorial?",Não; qualquer paciente acima de 70 anos deve ser internado independente da ASA,"Sim; ASA III estável com procedimento de mínimo risco sob anestesia local é adequado para ambulatório, com avaliação pré-anestésica e acompanhante adulto responsável",Não; IC com FE reduzida contraindica cirurgia ambulatorial absolutamente,"Não; DM2 em uso de qualquer medicação oral contraindica ambulatório || E) Sim, mas apenas se FE > 50%; FE 45% exige monitorização hospitalar de 48h",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-21,ME2,,"NVPO | Caso Clínico

Paciente do sexo feminino, 32 anos, não fumante, com histórico de cinetose intensa, submetida a laparoscopia diagnóstica ambulatorial com anestesia geral (sevoflurano + fentanil). Qual é o escore de Apfel e qual profilaxia de NVPO é recomendada?",Apfel 1 (apenas sexo feminino); sem profilaxia necessária,Apfel 3 (sexo feminino + não fumante + cinetose); profilaxia com 2–3 agentes de diferentes classes: ondansetrona + dexametasona ± droperidol; considerar substituir sevoflurano por propofol TIVA e reduzir opioides,Apfel 2; monoterapia com ondansetrona ao final da cirurgia,Escore de Apfel não se aplica a laparoscopia ambulatorial || E) Apfel 4; profilaxia apenas com escopolamina transdérmica,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-22,ME2,,"Ambulatorial | Caso Clínico

Paciente de 55 anos submetido a colposcopia e biópsia cervical ambulatorial. Recebe raquianestesia com bupivacaína hiperbárica 7,5 mg. Após 3 horas na recuperação, ainda apresenta bloqueio motor residual nos membros inferiores (Bromage 2). Pode ter alta hospitalar?",Sim; tempo de 3 horas é suficiente independente do bloqueio motor,"Não; alta só após resolução completa do bloqueio motor (Bromage 0) e sensitivo, capacidade de deambular sem assistência e cumprimento dos demais critérios do PADSS",Sim se tiver acompanhante; bloqueio motor residual não impede alta,Sim se PADSS maior ou igual a 9 mesmo com bloqueio motor residual || E) Alta após 2 horas independente de bloqueio residual por ser dose baixa de bupivacaína,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-23,ME2,,"Ambulatorial | Caso Clínico

Paciente de 6 meses (ex-prematuro de 28 semanas, agora com 46 semanas de idade pós-concepcional) submetido a herniorrafia inguinal. Em relação ao manejo pós-operatório:",Alta ambulatorial 2 horas após procedimento; risco de apneia não existe após 44 semanas IPC,Internação com monitorização cardiorrespiratória por 12–24 horas; ex-prematuros com menos de 60 semanas IPC têm risco aumentado de apneia pós-anestésica; cafeína intraoperatória pode ser considerada,Alta ambulatorial se SpO2 > 95% na SRPA por 1 hora,Contraindicação absoluta a qualquer cirurgia até completar 1 ano de IPC || E) Risco de apneia apenas com anestesia geral; anestesia espinal elimina o risco,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-24,ME2,,"Ambulatorial | Caso Clínico

Paciente de 45 anos submetido a vasectomia ambulatorial sob bloqueio do cordão espermático com lidocaína 1%. Ao injetar a segunda dose de lidocaína (total 8 mL 1%), o paciente refere zunido nos ouvidos, sabor metálico e apresenta tremores finos de membros superiores. Qual é o diagnóstico e conduta?",Reação vasovagal; decúbito dorsal e atropina IM,"Toxicidade sistêmica de anestésico local (LAST) em fase inicial (SNC: pródromos); interromper injeção, oxigênio 100%, monitorização contínua, ter emulsão lipídica 20% disponível; se evoluir para convulsão: benzodiazepínico; se PCR: lipid rescue + RCP","Reação alérgica à lidocaína; adrenalina IM 0,3 mg",Hipoglicemia por jejum; glicose 50% IV || E) Ansiedade; midazolam 2 mg IV e continuar o procedimento,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-25,ME2,,"Integração | Caso Clínico

Paciente de 58 anos com SAOS grave (IAH 55/h, usa CPAP domiciliar) submetido a septoplastia + turbinectomia bilateral ambulatorial. No pós-operatório, o tamponamento nasal bilateral impede o uso do CPAP nasal habitual. Qual é a orientação e o manejo correto?",Alta imediata; SAOS não representa risco em cirurgia de pequeno porte,Internação para monitorização noturna; orientar uso de CPAP oral/máscara full-face adaptada ao tamponamento nasal; analgesia multimodal com minimização de opioides; posição elevada a 30–45°,Prescrever benzodiazepínico para ansiedade noturna sem preocupação com SAOS,Alta com oxímetro de pulso domiciliar é suficiente para monitorização || E) Administrar opioides em dose alta no pós-operatório imediato para garantir conforto; CPAP é dispensável com tamponamento,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-26,ME2,,"ORL | Caso Clínico

Paciente de 55 anos com câncer de laringe subglótico, disfonia progressiva e estridor leve. Programado para laringoscopia de suspensão diagnóstica. Na avaliação pré-anestésica, o anestesiologista decide não realizar intubação convencional de rotina antes de avaliar a via aérea. Qual é a técnica mais segura para este paciente?",ISR com succinilcolina sem avaliação prévia; rapidez é prioritária,"Intubação acordada com fibroscópio flexível (FOI awake) sob anestesia tópica e sedação leve, com cirurgião ORL e conjunto de traqueostomia de stand-by; preserva a via aérea em caso de obstrução durante indução",Indução inalatória lenta com sevoflurano em ventilação espontânea; segura em qualquer grau de obstrução laríngea,Traqueostomia profilática local sob anestesia local antes de qualquer tentativa de intubação || E) LMA clássica; evita manipulação direta da laringe tumoral,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-27,ME2,,"Bariátrica | Caso Clínico

Paciente de 46 anos (IMC 44 kg/m²) com bypass gástrico há 3 anos, perda de 45 kg, necessita de colecistectomia por colelitíase sintomática. Qual peculiaridade farmacocinética deve ser considerada em um ex-obeso com bypass gástrico?",Sem alterações farmacocinéticas relevantes após cirurgia bariátrica,Absorção oral de medicamentos pode estar alterada pela exclusão do duodeno e jejuno proximal (local de absorção de muitos fármacos); drogas de liberação controlada podem ter biodisponibilidade imprevisível; preferir formulações IV no perioperatório,"Metabolismo hepático está acelerado após perda de peso, exigindo doses maiores",Clearance renal aumentado; doses de aminoglicosídeos devem ser aumentadas || E) Somente anticoagulantes orais têm absorção alterada; demais drogas são normais,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-28,ME2,,"Ambulatorial | Conceitual

Em relação ao jejum pré-operatório em cirurgia ambulatorial eletiva em adultos saudáveis, quais são as recomendações atuais da ASA (2023)?",Jejum de 8 horas para líquidos claros e 12 horas para sólidos,Líquidos claros: 2 horas; leite materno: 4 horas; fórmula infantil/leite não materno/refeição leve: 6 horas; refeição com frituras ou carne: 8 horas,Qualquer ingestão oral libera o estômago em 2 horas em adultos saudáveis,Jejum de 4 horas para qualquer tipo de alimento || E) Apenas agua e isotônicos liberados até o momento da cirurgia,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-29,ME2,,"Integração | Caso Clínico

Paciente de 62 anos com DM2, HAS, obesidade grau I, submetido a herniorrafia inguinal videolaparoscópica. No pós-operatório imediato, apresenta PA 185/105 mmHg, FC 98 bpm, dor EVA 7/10, SpO2 97%. Qual é a causa mais provável da hipertensão e conduta inicial?",Crise hipertensiva por suspensão abrupta do anti-hipertensivo; nitroprussiato IV imediato,Hipertensão pós-operatória por dor inadequadamente controlada; analgesia adequada (dipirona IV + ketorolaco + opioide se necessário) como primeira medida; reavaliação da PA após controle da dor,Hipertensão por hipervolemia iatrogênica; furosemida IV 40 mg,IAM perioperatório; ECG de urgência e aspirina 300 mg || E) Crise de feocromocitoma não diagnosticada; fentolamina IV,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-3,ME2,,"Bariátrica | Caso Clínico

Paciente de 44 anos (IMC 46 kg/m², 128 kg, 1,66 m) submetido a bypass gástrico laparoscópico. Para analgesia pós-operatória com morfina IV, qual é o princípio correto de dosagem?","Dose baseada em peso total: morfina 0,1 mg/kg de PT a cada 4h",Morfina calculada pelo peso ideal (PI); evitar superdosagem e depressão respiratória — o volume de distribuição para morfina corresponde ao compartimento magro,Dose baseada em IMC em mg/m² de superfície corporal,Morfina contraindicada no pós-bariátrico; usar apenas AINEs || E) Titulação clínica sem cálculo inicial; peso é irrelevante para morfina,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-30,ME2,,"Integração | Caso Clínico

Paciente de 38 anos submetido a rinoplastia estética ambulatorial sob anestesia geral com propofol TIVA. O cirurgião irriga abundantemente com solução de adrenalina 1:100.000 para hemostasia. Após 20 minutos, o paciente apresenta taquicardia de 142 bpm, PA 175/105 mmHg e extrassístoles ventriculares frequentes. Qual é o diagnóstico e conduta?",Crise de pânico intraoperatória; midazolam 2 mg IV,"Absorção sistêmica de adrenalina subcutânea; conduta: suspender novas injeções, aprofundar anestesia (propofol, lidocaína IV), esmolol IV para taquicardia/arritmias se necessário; evitar halogenados que sensibilizam o miocárdio",Taquicardia supraventricular; adenosina 6 mg IV bolus,Crise hipertensiva por dor; aumentar dose de remifentanil || E) Hipercapnia por hipoventilação; aumentar volume minuto,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-31,ME2,,"Integração | Caso Clínico

Paciente de 50 anos com IMC 39 kg/m² submetido a gastroplastia sleeve laparoscópica. No 2° dia pós-operatório, apresenta taquicardia 118 bpm, febre 38,7°C, dor abdominal e leucocitose. O cirurgião suspeita de fistula gástrica. O anestesiologista é chamado para reoperação de urgência. Qual é a consideração mais importante para indução neste cenário?",Anestesia peridural isolada; evitar anestesia geral no pós-operatório imediato de bariátrica,"ISR obrigatória: estômago possivelmente cheio (obeso, fístula, íleo paralítico), paciente séptico com potencial instabilidade hemodinâmica; escolha de indução: ketamina (se instável) ou propofol (se estável); rocurônio 1,2 mg/kg pelo peso ideal ajustado com sugammadex disponível",Indução inalatória com sevoflurano; segura em reoperações bariátricas,Sedação com midazolam e fentanil sem intubação; paciente já tem TOT de cirurgia anterior || E) Aguardar estabilização clínica por 24h antes de qualquer reoperação,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-4,ME2,,"Laparoscopia | Caso Clínico

Durante colecistectomia laparoscópica, o ETCO2 sobe subitamente de 38 para 70 mmHg sem deterioração hemodinâmica. A pressão de pico das vias aéreas aumenta levemente. O cirurgião informa que realizou dissecção extensa no leito hepático. Qual é a causa mais provável?",Embolia gasosa venosa massiva,Pneumotórax hipertensivo,Capnomediastino ou capnotórax por dissecção de CO2 retroperitoneal para espaços adjacentes; geralmente autolimitado após dessuflação,Hipertermia maligna || E) Broncoespasmo grave com retenção de CO2,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-5,ME2,,"Bariátrica | Caso Clínico

Paciente de 52 anos (IMC 50 kg/m², 152 kg) em cirurgia bariátrica. Após extubação, apresenta obstrução de via aérea com SpO2 caindo para 84% apesar de cânula orofaríngea e máscara com O2 100%. A ventilação com máscara é ineficaz. Qual é o próximo passo?",Administrar naloxona IV para reverter depressão residual,"Inserir LMA de segunda geração (ProSeal/Supreme) para via aérea de resgate, posicionar em rampa, e preparar para reintubação com videolaringoscópio se necessário",Aguardar recuperação espontânea da consciência em 5 minutos,Cricotireoidotomia imediata como primeira medida || E) Administrar flumazenil IV para reverter sedação residual,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-6,ME2,,"Laparoscopia | Conceitual

Em relação às alterações da função renal durante laparoscopia com pneumoperitônio, qual é a resposta fisiológica esperada?",Aumento do fluxo renal por aumento do débito cardíaco,Redução da TFG e oligúria intraoperatória por compressão venosa renal e ativação do SRAA; oligúria transitória não indica obrigatoriamente hipovolemia e corrige com a dessuflação,Nenhum efeito renal; o retroperitônio protege os rins,Hipervolemia por reabsorção de CO2 com efeito oncótico || E) IRA permanente em qualquer laparoscopia de duração maior que 2 horas,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-7,ME2,,"Bariátrica | Conceitual

Qual é a estratégia de ventilação mecânica protetora recomendada para o paciente obeso mórbido (IMC > 40 kg/m²) durante cirurgia?","VT 10 mL/kg de peso total, PEEP 0, FR 12/min","VT 6–8 mL/kg de peso ideal, PEEP 8–12 cmH2O com recrutamento alveolar periódico, FiO2 mínima para SpO2 > 95%, pressão de driving (plateau – PEEP) menor que 15 cmH2O",VT 12 mL/kg de peso total sem limite de pressão de plateau,"Ventilação espontânea preservada com halogenado 2% durante todo o procedimento || E) VT 6 mL/kg de peso total, PEEP 0 para minimizar barotrauma",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-8,ME2,,"ORL | Caso Clínico

Criança de 5 anos com estridor inspiratório, febre alta, dificuldade de deglutição e posição em tripé. Laringoscopia indireta mostra epiglote edemaciada ""em polegar"". Qual é a conduta imediata correta?",Coleta de hemograma e hemocultura antes de qualquer intervenção na via aérea,"Emergência de via aérea: manter criança calma, não realizar procedimentos que agitem, acionar CO com cirurgião ORL disponível; intubação sob inalação de sevoflurano com criança sentada é a técnica preferida; traqueostomia de stand-by",Tomografia cervical para delimitar extensão do edema antes de intubar,Adrenalina nebulizada como primeira medida para reduzir edema || E) Decúbito dorsal e oxigênio por cateter nasal para reduzir agitação,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado4trimestreprovab30qpontos33361html-9,ME2,,"ORL | Caso Clínico

Paciente de 55 anos apresenta paralisia bilateral das pregas vocais em adução após tireoidectomia total, com estridor grave e SpO2 87% em ar ambiente. Qual é a conduta imediata?",Adrenalina nebulizada e observação por 24 horas,"Intubação orotraqueal de emergência; se não houver recuperação em 48–72h, traqueostomia eletiva até reabilitação laríngea ou cirurgia de aritenoidectomia",Dexametasona IV e alta com follow-up ambulatorial em 48h,Cricotireoidotomia como abordagem cirúrgica inicial de eleição || E) Fibrobroncoscopia diagnóstica antes de qualquer intervenção terapêutica,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-10,ME2,,"Ponto 22 — Opioides 9. Em relação à hiperalgesia induzida por opioides (HIO), é CORRETO afirmar:",Ocorre exclusivamente com opioides de curta ação como remifentanil,É mediada principalmente por receptores mu-opioides espinhais,A cetamina (antagonista NMDA) pode atenuar a HIO associada ao remifentanil,É revertida pelo aumento da dose do opioide em uso || E) Não tem relevância clínica em procedimentos com duração inferior a 2 horas,C,"9 — C — A cetamina, bloqueando receptores NMDA, antagoniza a sensibilização central mediada por glutamato que fundamenta a HIO. Estratégia adjuvante válida em cirurgias com remifentanil. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-11,ME2,,"Caso clínico: Paciente de 40 anos, 80 kg, submetido à laparoscopia para colecistectomia. Rocurônio 0,6 mg/kg foi administrado para intubação. Ao final do procedimento (60 min), o estimulador de nervo periférico (TOF) mostra relação T4/T1 = 0,75.

Ponto 23 — Bloqueadores Neuromusculares Caso clínico: Paciente de 40 anos, 80 kg, submetido à laparoscopia para colecistectomia. Rocurônio 0,6 mg/kg foi administrado para intubação. Ao final do procedimento (60 min), o estimulador de nervo periférico (TOF) mostra relação T4/T1 = 0,75. 10. INTEGRADORA — Pontos 23 + 30Qual é a conduta mais segura para reversão do bloqueio neuromuscular?","Extubação imediata, pois TOF 0,75 é suficiente para extubação segura","Neostigmina 50 mcg/kg + glicopirrolato 10 mcg/kg IV, aguardando TOF ≥ 0,9","Sugamadex 2 mg/kg IV, por ser rocurônio e TOF T2 presente",Sugamadex 16 mg/kg IV por indicação de reversão imediata de bloqueio profundo || E) Aguardar recuperação espontânea sem reversão farmacológica,C,"10 — C — Sugamadex 2 mg/kg para reversão de bloqueio moderado por rocurônio (TOF com 2+ respostas). TOF 0,75 ainda indica bloqueio residual significativo; extubação insegura. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-12,ME2,,"Ponto 23 — Bloqueadores Neuromusculares 11. Sobre a succinilcolina, assinale a alternativa INCORRETA:",É um agonista dos receptores nicotínicos que causa fasciculações antes do bloqueio,Está contraindicada em grandes queimados e lesões medulares crônicas pelo risco de hipercalemia fatal,A pseudocolinesterase plasmática anormal prolonga seu efeito por horas (apneia prolongada),"A dose de intubação é 1–1,5 mg/kg e produz bloqueio em 60–90 segundos || E) É o agente de escolha para sequência rápida de intubação em pacientes com miopatia de Duchenne",D,"11 — E — INCORRETA: succinilcolina é formalmente CONTRAINDICADA em miopatias (Duchenne, Becker) pelo risco de hipercalemia maligna e rabdomiólise. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-13,ME2,,"Ponto 23 — Bloqueadores Neuromusculares 12. Sobre o monitoramento do bloqueio neuromuscular por estimulação de nervo periférico, é CORRETO afirmar:","O TOF (Train-of-Four) usa quatro estímulos com frequência de 10 Hz com intervalos de 0,5 s",O Double Burst Stimulation (DBS) é mais sensível que o TOF para detectar bloqueio residual,A estimulação tetânica a 50 Hz por 5 segundos não interfere nas respostas subsequentes do TOF,"Uma relação T4/T1 ≥ 0,7 é suficiente para garantir proteção das vias aéreas em todos os pacientes || E) O count pós-tetânico (PTC) é utilizado para quantificar bloqueio leve a moderado",B,12 — B — DBS (3:3) é mais sensível que TOF para detectar bloqueio residual porque elimina resposta de fade sutil; identificação mais confiável em clínica sem aceleromiografia. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-14,ME2,,"Ponto 24 — Anestesia Regional — Princípios 13. Sobre os anestésicos locais, qual afirmação é CORRETA?",A forma ionizada (cátion) do anestésico local é a que atravessa a membrana nervosa para atingir o sítio de ação,A bupivacaína tem maior cardiotoxicidade que a ropivacaína porque possui menor afinidade pelos canais de sódio inativados,"A adição de epinefrina prolonga o bloqueio de todos os anestésicos locais igualmente, independente do local de injeção","A levobupivacaína é o isômero S(−) da bupivacaína, com menor cardiotoxicidade que a mistura racêmica || E) O pKa do anestésico local não influencia a velocidade de início de ação",D,13 — D — Levobupivacaína S(−): menor afinidade pelos canais cardíacos e neurológicos → menor cardiotoxicidade. A forma ionizada age no sítio receptor intracelular mas não cruza a membrana — a base livre (não ionizada) é que penetra. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-15,ME2,,"Caso clínico: Durante bloqueio do plexo braquial via axilar com 40 mL de lidocaína 1,5% com adrenalina, o paciente apresenta convulsão tônico-clônica generalizada.

Ponto 24 — Anestesia Regional — Princípios Caso clínico: Durante bloqueio do plexo braquial via axilar com 40 mL de lidocaína 1,5% com adrenalina, o paciente apresenta convulsão tônico-clônica generalizada. 14. A conduta imediata mais adequada é:",Fenitoína 15 mg/kg IV em 30 minutos para controle das convulsões,"Midazolam 0,1 mg/kg IV + oxigênio 100%, considerando intubação se necessário e preparar emulsão lipídica 20%",Fisostigmina IV para reverter bloqueio dos canais de sódio,"Bicarbonato de sódio 1–2 mEq/kg IV para tratar acidose e reverter toxicidade || E) Nenhuma intervenção, pois convulsões por AL são autolimitadas em 60 segundos",B,"14 — B — Toxicidade sistêmica por AL: BZD IV (midazolam ou diazepam) para convulsão + O2 100% + IOT se necessário + emulsão lipídica 20% (1,5 mL/kg bolus) como antídoto específico. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-16,ME2,,"Caso clínico: Paciente de 65 anos, diabético, com fratura de fêmur proximal. Programada artroplastia total de quadril. O anestesiologista planeja bloqueio do nervo femoral guiado por ultrassom para analgesia perioperatória.

Ponto 25 — Bloqueios Periféricos Caso clínico: Paciente de 65 anos, diabético, com fratura de fêmur proximal. Programada artroplastia total de quadril. O anestesiologista planeja bloqueio do nervo femoral guiado por ultrassom para analgesia perioperatória. 15. INTEGRADORA — Pontos 25 + 29Sobre o bloqueio do nervo femoral guiado por ultrassom, é CORRETO afirmar:","O nervo femoral localiza-se medialmente à artéria femoral, abaixo do ligamento inguinal",O volume mínimo recomendado para bloqueio eficaz é 30–40 mL de anestésico local,O nervo femoral é identificado como estrutura hiperecoica (brilhante) lateral à artéria femoral na imagem ultrassonográfica,"Bloqueia toda a sensibilidade do joelho, dispensando bloqueio adicional para ATJ || E) A técnica PENG (Pericapsular Nerve Group) tem como alvo os nervos femoral e ciático simultaneamente",C,"15 — C — Nervo femoral: imagem hiperecoica (brilhante, fasciculada) lateral à artéria femoral no USG. Lateral, não medial. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-17,ME2,,"Ponto 25 — Bloqueios Periféricos 16. Em relação aos bloqueios do membro superior, assinale a alternativa CORRETA:","A abordagem interescalênica do plexo braquial bloqueia preferencialmente C8-T1, sendo ideal para cirurgia de mão",A abordagem supraclavicular tem alto risco de pneumotórax (30–40%) e deve ser evitada,A abordagem infraclavicular deposita o anestésico ao redor das divisões primárias do plexo braquial,"A abordagem interescalênica bloqueia raízes C5-C6-C7, sendo adequada para cirurgia de ombro, e risco de paresia frênica ipsilateral é quase universal || E) A abordagem axilar garante bloqueio do nervo musculocutâneo sem injeção adicional",D,"16 — D — Interescalênica bloqueia C5-C6-C7: ideal para ombro/úmero proximal. Paresia frênica ipsilateral (nervo frênico, C3-C5) é quase universal (~100%), limitando uso em pneumopatas. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-18,ME2,,"Caso clínico: Gestante de 38 semanas, 70 kg, submetida à cesárea eletiva sob raquianestesia com bupivacaína hiperbárica 0,5% 10 mg + fentanil 20 mcg intratecal. Cinco minutos após o bloqueio, a PA cai de 120/80 para 70/40 mmHg.

Ponto 26 — Anestesia Subaracnóidea Caso clínico: Gestante de 38 semanas, 70 kg, submetida à cesárea eletiva sob raquianestesia com bupivacaína hiperbárica 0,5% 10 mg + fentanil 20 mcg intratecal. Cinco minutos após o bloqueio, a PA cai de 120/80 para 70/40 mmHg. 17. INTEGRADORA — Pontos 26 + 31Qual sequência de medidas é mais adequada para tratar a hipotensão?","Trendelenburg a 30° + cristaloides 1000 mL em bolus + atropina 0,5 mg IV",Deslocamento uterino para a esquerda + efedrina 5–10 mg IV ou fenilefrina 50–100 mcg IV + cristaloides,Posição de proclive + dopamina 5 mcg/kg/min em infusão contínua,"Posição supina estrita + noradrenalina 0,1 mcg/kg/min + coloide 500 mL || E) Suspensão do procedimento e conversão para anestesia geral",B,"17 — B — Hipotensão em raqui para cesárea: deslocar útero à esquerda (descompressão aortocava) + vasopressor (efedrina ou fenilefrina, ambos aceitos) + cristaloides. Trendelenburg pode piorar o nível do bloqueio. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-19,ME2,,"Ponto 26 — Anestesia Subaracnóidea 18. Sobre a cefaleia pós-punção dural (CPPD), é CORRETO afirmar:",É mais frequente em pacientes idosos do sexo masculino,"A cefaleia é tipicamente postural, piora com ortostatismo e melhora com decúbito",O tratamento de primeira linha é o blood patch peridural com 5–10 mL de sangue autólogo,A utilização de agulhas de calibre 25G Quincke aumenta a incidência comparado a 25G Whitacre || E) O cafeína IV não tem eficácia documentada no tratamento da CPPD,B,"18 — B — CPPD: cefaleia postural clássica (melhora deitada, piora em pé). Maior risco em jovens do sexo feminino. Agulhas atraumáticas (Whitacre) reduzem incidência; blood patch é 2ª linha após falha conservadora. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-2,ME2,,"Ponto 20 — Anestésicos Inalatórios 1. Em relação ao coeficiente de partição sangue/gás dos anestésicos inalatórios, é CORRETO afirmar:","Quanto maior o coeficiente, mais rápida é a indução anestésica",O desflurano possui o maior coeficiente sangue/gás entre os halogenados modernos,"O óxido nitroso tem coeficiente sangue/gás de 0,47, contribuindo para indução rápida",O isoflurano tem coeficiente sangue/gás semelhante ao sevoflurano || E) O halotano tem coeficiente sangue/gás menor que o desflurano,C,"1 — C — Óxido nitroso: coef. sangue/gás 0,47 → baixíssima solubilidade → indução e recuperação rápidas. Quanto MENOR o coeficiente, mais rápida a indução (contrária a A). Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-20,ME2,,"Ponto 26 — Anestesia Subaracnóidea 19. Sobre os fatores que influenciam o nível do bloqueio subaracnóideo com solução hiperbárica, qual NÃO é determinante?",Posição do paciente durante e imediatamente após a injeção,Volume e dose do anestésico local injetado,Local da punção (interespaço utilizado),Velocidade de injeção do anestésico local || E) Cor dos olhos e fototipo de pele do paciente,D,19 — E — Cor dos olhos e fototipo não têm qualquer relação com a dispersão do anestésico intratecal. Todos os demais são fatores determinantes do nível do bloqueio. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-21,ME2,,"Caso clínico: Paciente de 45 anos em trabalho de parto, 6 cm de dilatação, solicita analgesia peridural. Após identificação do espaço com técnica de perda de resistência ao ar, aspiração negativa e dose-teste negativa, infunde-se bupivacaína 0,1% com fentanil 2 mcg/mL a 10 mL/h (PCEA). Após 20 minutos, a paciente relata formigamento perioral e zumbido.

Ponto 27 — Anestesia Peridural Caso clínico: Paciente de 45 anos em trabalho de parto, 6 cm de dilatação, solicita analgesia peridural. Após identificação do espaço com técnica de perda de resistência ao ar, aspiração negativa e dose-teste negativa, infunde-se bupivacaína 0,1% com fentanil 2 mcg/mL a 10 mL/h (PCEA). Após 20 minutos, a paciente relata formigamento perioral e zumbido. 20. O quadro descrito é mais sugestivo de:",Bloqueio subaracnóideo total por injeção intratecal inadvertida,Toxicidade sistêmica por anestésico local por injeção intravascular inadvertida,Reação vagal pela dor do trabalho de parto,Hipersensibilidade à bupivacaína com reação anafilática || E) Síndrome de compressão aorto-cava por decúbito dorsal,B,20 — B — Formigamento perioral e zumbido são sinais precoces de toxicidade sistêmica por AL (injeção intravascular). Bloqueio total seria colapso cardiovascular com bradicardia e apneia. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-22,ME2,,"Ponto 27 — Anestesia Peridural 21. Em relação às diferenças entre anestesia subaracnóidea e peridural, assinale a alternativa CORRETA:","Na peridural, o início de ação é mais rápido por depositar o AL diretamente no LCR",O bloqueio peridural requer doses maiores de AL comparado ao subaracnóideo para nível semelhante,A anestesia subaracnóidea tem menor risco de toxicidade sistêmica por AL por usar volumes menores,"A punção dural acidental na peridural tem a mesma taxa de CPPD que a punção intencional na raqui com agulha de mesmo calibre || E) O cateter peridural não permite redosagem, ao contrário do cateter intratecal contínuo",B,"21 — B — Peridural requer dose 5–10× maior que subaracnóideo para atingir nível equivalente, pois o AL não entra diretamente no LCR. Daí maior risco de toxicidade sistêmica na peridural. Alternativa E preservada junto da D para compatibilidade.",,,,
